Clave,Descripción,Unidad,Precio,Familia
ACRI-007,Domo cuadrado de 150 x 150 cms. burbuja en acrílico de 4 mm. color opalino (cúpula sin marco) marca Mafra.,pza,6574.66,ACRÍLICOS
ACRI-010,Domo rectangular de 44 x 90 cms. burbuja en acrílico de 3 mm. color opalino (cúpula sin marco) marca Mafra.,pza,1276.71,ACRÍLICOS
ACRI-014,Domo rectangular de 60 x 240 cms. burbuja en acrílico de 3 mm. color opalino sin ventilación marca Mafra.,pza,4414.48,ACRÍLICOS
ACRI-019,Domo circular de 60 cms. burbuja en acrílico de 3 mm. color opalino (cúpula sin marco) marca Mafra.,pza,1132.29,ACRÍLICOS
ACRI-023,Domo circular de 120 cms. burbuja en acrílico de 3 mm. color opalino sin ventilación marca Mafra.,pza,3217.76,ACRÍLICOS
ACRI-029,"Lámina de policarbonato transparente en 6 mm. de espesor anchos 1.22, 1.83 y 2.10 mts. largos de 10.96 y 12.20 mts.",m2,208.4285,ACRÍLICOS
ACRI-030,"Lámina de policarbonato transparente en 8 mm. de espesor anchos 1.22, 1.83 y 2.10 mts. largos de 10.96 y 12.20 mts.",m2,223.7965,ACRÍLICOS
ACRI-032,"Lámina de policarbonato en 8 mm. de espesor en color anchos 1.22, 1.83 y 2.10 mts. largos de 10.96 y 12.20 mts.",m2,208.4285,ACRÍLICOS
MSAL-141,"Celosía tipo cuadro de 10 X 20 X 20 cms. color gris (resistencia mínima a la ruptura 250 Kg/cm2, precio en fábrica).",m2,90.4,CELOSÍAS
MSAL-142,"Celosía tipo cuadro de 10 X 20 X 20 cms. color (resistencia mínima a la ruptura 250 Kg/cm2, precio en fábrica).",m2,102.83,CELOSÍAS
MSAL-143,"Celosía tipo cuadro de 10 X 20 X 20 cms. color negro (resistencia mínima a la ruptura 250 Kg/cm2, precio en fábrica).",m2,115.26,CELOSÍAS
MRMX-101,Granito de importación baltic brown presentación en placa.,m2,2204.1,RECINTOS NATURALES
MRMX-104,Granito de importación giallo sole presentación en placa.,m2,783.6776,RECINTOS NATURALES
MRMX-106,Granito de importación gris oxford pulido 2 cms presentación en loseta 120 x 60 cms.,m2,452.113,RECINTOS NATURALES
MRMX-109,Granito de importación gris oxford flameado y cepillado 1.5 cms presentación loseta 120 x 60 cms.,m2,391.8388,RECINTOS NATURALES
MRMX-113,Granito de importación gris serena presentación loseta 60 x 60 x 1 cms.,m2,248.6791,RECINTOS NATURALES
MRMX-119,Granito de importación grissal presentación placa.,m2,527.4162,RECINTOS NATURALES
MRMX-121,Granito de importación juparana presentación en placa.,m2,836.3695,RECINTOS NATURALES
MRMX-001,Mármol de importación amarillo triana presentación en placa.,m2,2050.65,RECINTOS NATURALES
MRMX-002,Mármol de importación blanco arabescato primera presentación en placa.,m2,1912.08,RECINTOS NATURALES
MRMX-004,Mármol de importación blanco carrara primera presentación en placa.,m2,1578.21,RECINTOS NATURALES
MRMX-007,Mármol de importación blanco perlino comercial presentación en placa.,m2,1070.0083,RECINTOS NATURALES
MRMX-013,Mármol de importación crema imperial presentación en loseta de 40 x 40 x 2 cms.,m2,930,RECINTOS NATURALES
MRMX-015,Mármol de importación crema marfil pulido presentación en placa.,m2,1057.41,RECINTOS NATURALES
MRMX-017,Mármol de importación crema marfil pulido presentación loseta de 40 x 40 x 1 cms.,m2,760.74,RECINTOS NATURALES
MRMX-022,Mármol nacional travertino fiorito cepillado presentación 30 x largo libre x 1 cms.,m2,696.57,RECINTOS NATURALES
MRMX-024,Mármol nacional travertino fiorito pulido mate presentación  40 x 40 x 1 cms.,m2,237.3,RECINTOS NATURALES
MRMX-038,Mármol nacional dorado tepeji pulido mate presentación 30 x largo libre x 1 cms.,m2,885.36,RECINTOS NATURALES
MRMX-040,Mármol nacional dorado tepeji  martelinado cantos perfilados presentación largo libre 30 x 2 cms.,m2,384.2,RECINTOS NATURALES
MRMX-045,Mármol nacional dorado tepeji tomboleado presentación 40 x 40 x 1 cms.,m2,395.5,RECINTOS NATURALES
MRMX-201,Caliza de importación  azul presentación placa marca Marmex.,m2,557.6211,RECINTOS NATURALES
MRMX-203,Caliza de importación crema fantasía presentación placa.,m2,527.4162,RECINTOS NATURALES
MRMX-204,Caliza de importación dorada presentación placa.,m2,542.4452,RECINTOS NATURALES
MRMX-209,Caliza de importación pietra serena presentación placa.,m2,670.5759,RECINTOS NATURALES
MACE-016,Cantera blanca mexicana de 40 x 40 cms.,m2,220.35,RECINTOS NATURALES
TEBA-001,Teja de barro natural acabado terracota marca El águila.,m2,426.69,TEJA
TEBA-002,Teja de barro natural acabado negro blanco marca El águila.,m2,494.67,TEJA
TEBA-005,Teja de barro natural acabado engobe negro marca El águila.,m2,190.97,TEJA
TEBA-010,Teja de barro esmaltada acabado tabaco claro marca El águila.,m2,242.95,TEJA
TEBA-022,"Teja, accesorio cumbrera de barro terracota marca El águila.",pza,39.55,TEJA
TEBA-025,"Teja, accesorio conchas de barro terracota marca El águila.",pza,73.45,TEJA
TEBA-027,"Teja, accesorio tapa pájaros de barro terracota marca El águila.",pza,16.95,TEJA
TEBA-028,"Teja, accesorio tapa pájaros de barro flameado marca El águila.",pza,28.25,TEJA
TEBA-030,"Teja, accesorio remate media caña terracota marca El águila.",pza,28.25,TEJA
MOVE-002,"Mosaico veneciano línea Akua, modelo azul turquesa de 5 x 5 cms.",m2,847.77,MOSAICOS
MOVE-015,"Mosaico veneciano línea Akua, modelo azul cobalto (Claro) de 2 x 2 cms.",m2,849.72,MOSAICOS
MOVE-052,"Mosaico veneciano línea Solar, modelo rojo escarlata de 5 x 5 cms.",m2,796.65,MOSAICOS
MOVE-053,"Mosaico veneciano línea Solar, modelo rojo carmín de 2 x 2 cms.",m2,1074.34,MOSAICOS
MOVE-060,"Mosaico veneciano línea Iris, modelo celeste de 2 x 2 cms.",m2,849.72,MOSAICOS
MOVE-071,"Mosaico veneciano línea Metálica, modelo ciano de 5 x 5 cms.",m2,906.36,MOSAICOS
MOVE-083,"Mosaico veneciano línea Murano, modelo terra de 2 x 2 cms.",m2,1074.34,MOSAICOS
MOVE-096,"Mosaico veneciano línea Venturina, modelo EL-20 aquamarina de 2 x 2 cms.",m2,1265.6,MOSAICOS
MOVE-107,"Mosaico veneciano línea Mezclas, modelo caribe de 2 x 2 cms.",m2,849.72,MOSAICOS
MOVE-113,"Mosaico veneciano línea Mezclas, modelo atlántico de 5 x 5 cms.",m2,906.36,MOSAICOS
MOVE-136,"Mosaico línea vitrogota, modelo rubí, montado en hoja de papel de 30 x 30 cms.",m2,1241.87,MOSAICOS
MOVE-187,"Mosaico veneciano (grupo) línea diseños Tecnicolor, figura de sol 01 de 1.50 x 1.50 mts.",pza,7064.76,MOSAICOS
MOVE-215,"Mosaico veneciano (grupo) línea diseños Tecnicolor, figura de arrecife de coral 11 de 3.34 x 0.88 mts.",pza,8830.95,MOSAICOS
MOVE-218,"Mosaico veneciano (grupo) línea diseños Tecnicolor, figura de coral 9 (piso) de 5.50 x 2.00 mts.",pza,25651,MOSAICOS
MOVE-251,"Mosaico veneciano (grupo) línea diseños Bizantino, figura de tortuga tradicional verde de 92 x 80 cms.",pza,4350.5,MOSAICOS
CORV-036,"Pasta vinicement (D), texturizados clásicos, pasta sin grano para todo tipo de textura, blanco o color estándar en planta.",cb,1304.05,PASTAS
CORV-037,"Pasta vinicement (Y), texturizados clásicos, grano fino para aplicar sobre paneles de yeso y plafones, blanco o color estándar en planta.",cb,1255.5,PASTAS
CORV-038,"Pasta vinicement (F), texturizados clásicos, grano medio, muros, columnas, dinteles, plafones, etc; blanco o color estándar en planta.",cb,1465.59,PASTAS
CORV-039,"Pasta vinicement (R), texturizados clásicos, grano grueso para texturas ásperas y rugosas, blanco o color estándar en planta.",cb,1465.59,PASTAS
CORV-041,"Pasta silcoplast, texturizados tradicionales, gran calidad sin grano, blanco o color estándar en planta.",cb,3620.49,PASTAS
CORV-042,"Pasta finnoplast, texturizados tradicionales, textura rugosa suave granulometría extra fina, blanco o color estándar en planta.",cb,2224.56,PASTAS
CORV-043,"Pasta muroplast, texturizados tradicionales, texturas de mediana granulometría, blanco o color estándar en planta.",cb,2538.9,PASTAS
CORV-044,"Pasta cuarzoplast, texturizados tradicionales, texturas rugosa grano grueso, blanco o color estándar en planta.",cb,2538.9,PASTAS
CORV-001,"Pasta coverall (T), texturizados tradicionales, sin grano, blanco o color estándar en planta.",cb,1125.3,PASTAS
CORV-005,"Pasta plasteflex (T), texturizados tradicionales, pasta incolora sin grano pintable.",cb,463.3,PASTAS
CORV-006,"Pasta plasteflex (Y), texturizados tradicionales, con grano fino pintable.",cb,463.3,PASTAS
RECO-156,"Pasta acrílica con grano de mármol y aditivos, sirve para obtener gran variedad de texturas, lista para usarse en int. y ext. con color integrado.",cb,511.89,PASTAS
RECO-158,"Pasta acrílica económica lista para usarse, color blanco línea Kontextura, presentación en 33 kg.",cb,398.89,PASTAS
RECO-007,"Pintura vinimex easy clean 100% acrílica semimate repelente a las manchas y de fácil limpieza, en cubeta de 19 lt.",cb,1465.5,PINTURAS
RECO-011,"Pintura vinimex 700, vinil acrílica de lujo para interiores y exteriores, blanco y regulares, en tambo de 200 lt.",tmb,13909.18,PINTURAS
RECO-023,"Pintura vinimex 800 mate blanco vinil acrílica de lujo para interiores y exteriores en acabado mate, en tambo de 200 lt.",tmb,13909.18,PINTURAS
RECO-026,"Pintura vinimex ultra (uv), vinil acrílica especialmente diseñada para pigmentos resistentes a la decoloración y magnífica resistencia a la alcalinidad, en cubeta de 19 lt.",cb,2698.96,PINTURAS
RECO-030,"Pintura real flex 11-00, vinil acrílica para interiores y exteriores, blanco y colores regulares, en tambo de 200 lt.",tmb,11823.65,PINTURAS
RECO-038,"Pintura pro-1000-plus 300, vinílica mate para interiores y exteriores. blanco y colores pastel, en tambo de 200 lt.",tmb,9724.36,PINTURAS
RECO-054,"Pintura durex / máster 14-00, vinil-acrílica económica color blanco y colores regulares, en tambo de 200 lt.",tmb,6630.35,PINTURAS
PIES-411,"Pintura para alberca, en cubeta de 19 lt.",cb,6381.66,PINTURAS
PIES-412,"Pintura para tráfico amarilla o blanco, en cubeta de 19 lt.",cb,3821.44,PINTURAS
PIES-413,"Pintura para señalamientos amarilla blanca, en cubeta de 19 lt.",cb,2628.18,PINTURAS
MFIB-038,"Pintura modelo liso profesional blanco, en tambo de 200 lt.",tmb,11823.65,PINTURAS
MFIB-041,"Pintura modelo liso contratista blanco / base p /base m, en cubeta de 19 lt.",cb,1024.49,PINTURAS
MFIB-046,"Pintura modelo esmalte profesional blanco, en cubeta de 19 lt.",cb,1465.5,PINTURAS
MFIB-053,Pintura modelo espacios textura barniz agua en cubeta de 4 lt.,cub,224.97,PINTURAS
RECO-070,"Sellador 5 x 1 reforzado, reductor recomendado, agua limpia en una proporción de 3 partes de agua por 1 de sellador, en cubeta de 19 lt.",cb,718.43,PINTURAS
RECO-093,"Esmalte acqua 100 con teflón es un esmalte 100%, acabado brillante, en cubeta de 19 lt.",cb,1689.26,PINTURAS
RECO-097,"Esmalte acqua 100 con teflón es un esmalte 100%, acabado brillante, blancos y colores regulares, en cubeta de 19 lt.",cb,1587.61,PINTURAS
RECO-113,"Esmalte alquidálico anticorrosivo Comex 100 mate y satinado blanco y negro, esmalte alquidal modificado de secado rápido, para uso profesional en exteriores e interiores, en cubeta de 19 lt.",cb,3360.86,PINTURAS
RECO-114C,"Esmalte alquidálico anticorrosivo Comex 100 metal rústico, esmalte ideal para la decoración en interiores y exteriores con 38 colores, en cubeta de 19 lt.",cb,1954.12,PINTURAS
RECO-127,"Primario anticorrosivo alquidálico base agua, color gris claro, línea acqua 100 primer, en cubeta de 19 litros.",cb,1315.77,PINTURAS
RECU-058,"Thinner tipo americano, presentación en cubeta de 4 litros.",cb,132.84,PINTURAS
RECU-062,"Thinner regular, presentación en cubeta de 4 litros.",cb,33.21,PINTURAS
CMC-04867,"Azulejo muro alicante 22.7 x 35.2 cms. capuch 2.00 m2/caja, marca Cesantoni.",caj,216.4854,AZULEJOS
CMC-04902,"Azulejo muro antique 33 x 60 cms. atlas 1.00 m2/caja, marca Keraben.",caj,501.8556,AZULEJOS
CMC-04906,"Azulejo muro antique 32 x 59 cms. Jerusalem 0.94 m2/caja, marca Keraben.",caj,612.1323,AZULEJOS
CMC-04907,"Azulejo muro aqua 33 x 44 cms. azul 1.19 m2/caja, marca Keraben.",caj,534.1736,AZULEJOS
CMC-04909,"Azulejo muro caminos 20 x 20 cms. burg 1.12 m2/caja, marca Keraben.",caj,439.4118,AZULEJOS
CMC-04914,"Azulejo muro cool 33 x 60 cms. azul 1.00 m2/caja, marca Keraben.",caj,451.8192,AZULEJOS
CMC-04918,"Azulejo muro creta 33 x 44 cms. beige 1.17 m2/caja, marca Keraben.",caj,406.0655,AZULEJOS
CMC-04928,"Azulejo muro element 33 x 70 cms. nuez 1.00 m2/caja, marca Keraben.",caj,232.0003,AZULEJOS
CMC-05016,"Azulejo muro Pacific 25 x 38 cms. white 1.33 m2/caja, Peñarroya.",caj,287.9466,AZULEJOS
CMC-05018,"Azulejo muro Careyes 14.5 x 44 cms. beige 1.02 m2/caja, marca Lamosa.",caj,110.7626,AZULEJOS
CMC-05027,"Azulejo muro San Miguel 20 x 20 cms. blanco 1.48 m2/caja, marca Lamosa.",caj,175.8167,AZULEJOS
CMC-05048,"Azulejo muro Verona 20 x 25 cms. blanco 1.50 m2/caja, marca Lamosa.",caj,129.9952,AZULEJOS
CMC-05056,"Azulejo muro Brasilia 20 x 30 cms. blanco 1.50 m2/caja, marca Lamosa.",caj,163.9404,AZULEJOS
CMC-05133,"Azulejo muro Amazonas 25 x 33.3 cms. blanco 1.50 m2/caja, marca Lamosa.",caj,192.5181,AZULEJOS
VITR-001,"Azulejo Interceramic 31.5 x 31.5 cm, color blanco o beige, modelo marina caja con 1.60 m2, marca interceramic.",m2,202.74,AZULEJOS
VITR-003,"Azulejo de 20 X 20 cms. modelo class color blanco caja con 1 m2, marca Interceramic.",m2,170.63,AZULEJOS
VITR-005,"Azulejo de 30 x 60 cms. rectangular línea duomo color abruzzi caja con 1.44 m2, marca Interceramic.",m2,377.42,AZULEJOS
VITR-007,"Azulejo de 30 x 45 cms. modelo pisano marmoleado, en colores beige, gris y marrón caja con 1.48 m2, marca Interceramic.",m2,183.6702,AZULEJOS
CMC-32510,Loseta crema 33 x 33 cms. blanco 1.50 mts. marca Porcelanite.,caj,123.9384,LOSETAS
CMC-32590,Loseta padua 55 x 55 cms. café 1.49 mts. marca Porcelanite.,caj,154.6857,LOSETAS
CMC-32610,Loseta raffio 20 x 20 cms. blanco 1.00 mt. marca Porcelanite.,caj,94.8635,LOSETAS
CMC-32690,"Loseta porcelana legno 15 x 60 cms. mogno 0.53m, Rocersa.",caj,281.3135,LOSETAS
CMC-32720,Loseta porcelana 50 x 50 cms. Córdoba 3pc31 1.75 mts. Gireco.,caj,254.8263,LOSETAS
CMC-32840,Loseta travertino 44.7 x 44.7 cms. marf 1.40 mts. Rocersa.,caj,259.9226,LOSETAS
CMC-35450,Loseta delfos 35 x 60 cms. gris 2.10 mts. marca Porcelanite.,caj,212.6208,LOSETAS
CMC-36090,Loseta denver 33 x 33 cms. beige 1.50 mts. marca Porcelanite.,caj,108.2088,LOSETAS
CMC-37300,Loseta estambul 20 x 30 cms. beige 1.50 mts. marca Porcelanite.,caj,147.9283,LOSETAS
CMC-37910,Loseta denver 33 x 33 cms. beige 1.50 mts. marca Porcelanite.,caj,117.746,LOSETAS
CMC-38800,Loseta merino 55 x 55 cms. beige 1.49 mts. marca Porcelanite.,caj,236.2265,LOSETAS
CMC-41550,Loseta celine 33 x 33 cms. sand 1.50 mts. marca Porcelanite.,caj,136.6509,LOSETAS
CMC-42370,Loseta cometa eco 20 x 30 cms. hueso 1.50 mts. marca Porcelanite.,caj,111.1016,LOSETAS
DURA-161,Loseta vinílica colección eternolux vis modelo 410 de 30.5 x 30.5 x 0.13 cms. marca Durapiso,m2,54.24,LOSETAS
DURA-156,Loseta vinílica colección eternolux modelo 210 de 30.5 x 30.5 x 0.16 cms. marca Durapiso,m2,61.02,LOSETAS
DURA-158,Loseta vinílica colección eternolux modelo 210 de 30.5 x 30.5 x 0.31 cms. marca Durapiso,m2,126.56,LOSETAS
DURA-116,Loseta vinílica colección century modelo 810 de 30.5 x 30.5 x 0.16 cms. marca Durapiso,m2,63.28,LOSETAS
VITR-169,"Loseta para piso 33 x 33 cms. monteo beige, marca Vitromex.",m2,138.425,LOSETAS
VITR-165,"Loseta para piso 45 x 45 cms. vitropiso mate satinado, modelo pacific color beige, blanco, 72 piezas por caja, marca Vitromex.",m2,118.763,LOSETAS
CMC-09899,"Loseta para piso 33 x 33 cms. de segunda, modelo Roma, color beige, caja con 1.50 m2 marca Porcelanite.",caj,147.7814,LOSETAS
VITR-209,"Loseta para piso 40 x 40 cms. modelo Roma, color arena, gris y hueso marca Vitromex.",m2,118.763,LOSETAS
VITR-125,"Loseta joya para piso de 20 x 20 cms. color azul cielo, beige, blanco y verde marca Vitromex.",m2,127.69,LOSETAS
CMC-05280,Loseta para muro bali 20 x 30 cms. caja con 1.5 m2 modelo itálica color beige marca Porcelanite.,caj,150.9567,LOSETAS
VITR-233,"Loseta para piso 45 x 45 cms. vitropiso mate satinado, modelo monteo color beige, 48 piezas por caja, marca Vitromex.",m2,159.556,LOSETAS
CMC-32890,"Círculo progetto (radio 14.50) sup blanco, Rocersa.",pza,541.7898,LOSETAS
CMC-12524,Piso tipo piedra cantera amarilla piso 1.00 mt. Perdura Stone.,caj,280.2061,LOSETAS
CMC-41740,Piso pedregal 30 x 30 cms. beige 1.53 mts. marca Lamosa.,caj,168.3135,LOSETAS
DURA-216,Zoclo vinílico de 7 cms de ancho color café presentación bolsa con un rollo de 100 mts marca Durapiso,ml,14.88,LOSETAS
DURA-226,Zoclo vinílico de 10 cms de ancho color café presentación bolsa con un rollo de 100 mts. marca Durapiso,ml,16.74,LOSETAS
DURA-271,Tira de remate de 2.5 cms de altura x 3.1 mm de espesor en color café presentación en bolsa con 2 rollos de 50 mts marca Durapiso,ml,16.78,LOSETAS
CMC-63437,Loseta porcelanizada eiffel de 60 x 60 cms. color óxido contenido 1.08 m2 marca Cercosa.,caj,931.1087,LOSETAS
VITR-309,"Cenefa flecha 6 x 20 cms. altea, color azul, beige, gris, verde, piezas por caja 24, línea decorado para muro.",pza,10.057,LOSETAS
VITR-318,"Cenefa flecha 8 x 25 cms. alegra, color blue, orange, piezas por caja 20, línea decorado para muro.",pza,19.21,LOSETAS
VITR-359,"Cenefa flecha cuarzo 16.4 X 33.3 cms. color café, piezas por caja 20, línea decorado para vitropiso.",pza,26.555,LOSETAS
VITR-332,"Listel de 4 x 33 cms. madera, color fresno, canela, cacao, piezas por caja 20, línea decorado para muro.",pza,0,LOSETAS
VITR-333,"Tozzeto 10 X 10 cms. olas, color coco, coral, laguna, mar, sol, piezas por caja 50, línea decorado para muro.",pza,2.599,LOSETAS
CMC-07936,"Inserto 25 x 40 cms. tavola vitr inv día blanco, marca Porcelanite.",pza,35.3012,LOSETAS
VITR-340,"Inserto 20 x 25 cms delizia bahia, color azul cielo, beige, gris, rosa, línea decorado para muro.",pza,20.792,LOSETAS
VITR-347,"Inserto 33.3 x 45.1 cms. oporto, color blanco, mostaza, rojo, salmón, piezas por caja 6, línea decorado para muro.",pza,50.398,LOSETAS
VITR-375,"Esquina flecha 16.4 x 16.4 cms. olimpo, color beige, 16 piezas por caja, linea decorado para vitropiso.",pza,21.809,LOSETAS
VITR-367,"Esquina 14.5 x 14.5 cms. alicante, color café, rojo, piezas por caja 32, línea decorado para vitropiso.",pza,17.854,LOSETAS
VITR-402,"Rodapié 8 x 33 cms. encino, color brillante, mate, 36 piezas por caja, línea decorado para vitropiso.",pza,6.554,LOSETAS
VITR-422,"Rodapié 10 x 45 cms. alicante, color café, crema, rojo, 22 piezas por caja, linea decorado para vitropiso.",pza,12.769,LOSETAS
CMC-21849,"Separador de loseta de 1/4"", 3/8"", 3/16"" y 1/2"",  Industrias Perdura.",pza,12.656,LOSETAS
CMC-61699,"Duela laminada basic home cerezo marb, Dupomex.",caj,270.9966,LAMINADOS
CMC-61703,"Duela laminada textura noblesse cerezo, Dupomex.",caj,350.4921,LAMINADOS
CMC-61707,Cuarto bocel laminado maple 2.44 mts. Dupomex.,pza,28.6229,LAMINADOS
CMC-61711,Nariz escalera laminado haya 2.44 mts. Dupomex.,pza,116.955,LAMINADOS
CMC-61714,Reductor laminado maple 2.44 mts. Dupomex.,pza,84.9082,LAMINADOS
CMC-61718,Remate laminado maple 2.44 mts. Dupomex.,pza,84.9082,LAMINADOS
CMC-61726,Zoclo laminado kr haya 2 x 6 cms. x 2.40 mts. Dupomex.,pza,40.3636,LAMINADOS
CMC-61728,Zoclo laminado Kr maple 2 x 4 cms. x 2.44 mts. Dupomex.,pza,30.2727,LAMINADOS
CMC-61963,"Bajo suelo laminado, Kronoswiss.",m2,8.6671,LAMINADOS
PIEU-081,"Piso de madera laminada acabado rústico con textura, sin bisel, de 7.00 mm. x 19.40 mm. de ancho y de 1.29 mts. de largo, 1,2,3 lamas, línea Eurohome ""Dominio"", tráfico alto en oficinas y comercios punto inicial de abrasión, 2.376 m2 por caja.",m2,265.98,LAMINADOS
PIEU-082,"Piso de madera laminada acabado rústico con textura, con bisel, de 7.00 mm. x 19.40 mm. de ancho y de 1.29 mts. de largo, 1,2,3 lamas, línea Eurohome ""Dominio"", tráfico alto en oficinas y comercios punto inicial de abrasión, 2.424 m2 por caja.",m2,265.98,LAMINADOS
PIEU-083,Zoclo de madera laminada 4 cms. de alto.,ml,46.5,LAMINADOS
PIEU-086,Nariz de escalera de madera laminada de 2.70 mts.,pza,305.97,LAMINADOS
ALFO-003,"Alfombra residencial Terza, estilo bertinni de poliprop berber.",m2,319.55,ALFOMBRA
ALFO-006,"Alfombra residencial Terza, estilo sisal supreme de poliprop berber.",m2,275.94,ALFOMBRA
ALFO-009,"Alfombra residencial Terza, estilo monticello de poliéster rasurado.",m2,714.99,ALFOMBRA
ALFO-010,"Alfombra institucional Terza, estilo eminence 36 de nylon rasurado.",m2,384.84,ALFOMBRA
ALFO-015,"Alfombra institucional Terza, estilo field de pasto uv antihormigas, marca Terza.",m2,336.76,ALFOMBRA
ALFO-017,"Alfombra institucional Terza, estilo parksville de nylon rizo.",m2,252.22,ALFOMBRA
ALFO-035,"Alfombra mohawk, estilo handicap, poliésterras.",m2,120.797,ALFOMBRA
ALFO-039,"Alfombra mohawk, estilo pasto Garden, polipropileno.",m2,70.286,ALFOMBRA
ALFO-054,Bajo alfombra poli pad blanco.,m2,69.66,ALFOMBRA
ALFO-095,"Alfombra luxor, estilo arquitextura poliéster rasurado.",m2,410.79,ALFOMBRA
ALFO-125,"Alfombra modular, estilo in a snap de nylon.",m2,334.9998,ALFOMBRA
ALFO-126,"Alfombra modular, estilo simply done de nylon.",m2,377.9511,ALFOMBRA
MACI-001,"Polín 3 1/2 x 3 1/2"" x 8 1/4'.",pt,106.02,MADERA Y CARPINTERÍA
MACI-004,"Duela económica 3/4"" x 3 1/2"" x 8 1/4'.",pza,48.55,MADERA Y CARPINTERÍA
MACI-006,"Tablón 1 1/2 x 10"" x 8 1/4' de madera de pino de 2a.",pt,16.2494,MADERA Y CARPINTERÍA
MACI-010,"Barrote 1 1/2"" x 4"" x 8 1/4'.",pt,58.59,MADERA Y CARPINTERÍA
MACI-014,"Chaflán 1"" x 3/4"" x 8 1/4' de madera de pino de 3a.",pza,18.6,MADERA Y CARPINTERÍA
MAOB-013C,Triplay de pino delgado de 3 mm. de espesor de 1a hoja de 1.22 x 2.44 mts.,pza,406.41,MADERA Y CARPINTERÍA
MAOB-013D,Triplay de pino delgado de 6 mm. de espesor de 1a hoja de 1.22 x 2.44 mts.,pza,406.41,MADERA Y CARPINTERÍA
MAOB-013E,Triplay de pino delgado de 16 mm. de espesor para cimbra hoja de 1.22 x 2.44 mts.,pza,851.88,MADERA Y CARPINTERÍA
MAOB-013F,Triplay de pino delgado de 19 mm. de espesor para cimbra hoja de 1.22 x 2.44 mts.,pza,1022.07,MADERA Y CARPINTERÍA
PIEU-103,Zoclo en madera natural ébano de 1.7 mm. de grosor x 7 cms. de alto.,ml,206.46,MADERA Y CARPINTERÍA
CMC-61735,Duela classic encino 7.5 mm. 2.208 mts. Dupomex.,caj,1192.9297,MADERA Y CARPINTERÍA
CMC-61775,Cuarto bocel encino 2.5 mm. Dupomex.,pza,135.4079,MADERA Y CARPINTERÍA
CMC-61785,"Nariz escalón encino 7.5 mm. 2.5 m, Dupomex.",pza,265.8664,MADERA Y CARPINTERÍA
CMC-61809,Reducción encino 7.5 mm. 2.5 mts. Dupomex.,pza,209.2534,MADERA Y CARPINTERÍA
CMC-61833,Remate encino 7.5 mm. 2.5 mts. Dupomex.,pza,187.1054,MADERA Y CARPINTERÍA
CMC-61881,Zoclo boleado encino 6 cms. 2.5 mts. Dupomex.,pza,219.107,MADERA Y CARPINTERÍA
CMC-61893,Duela Fix It 7 mm. maple 2.397 mts. Kronoswiss.,caj,286.0595,MADERA Y CARPINTERÍA
CMC-61902,Cuarto bocel maple 2.44 mts. Kronoswiss.,pza,32.0016,MADERA Y CARPINTERÍA
CMC-61911,Nariz escalón maple 2.44 mts. Kronoswiss.,pza,108.8077,MADERA Y CARPINTERÍA
CMC-61929,Perfil borde maple 2.44 mts. Kronoswiss.,pza,83.2019,MADERA Y CARPINTERÍA
CMC-61947,Zoclo 6cms maple 2.44 mts. Kronoswiss.,pza,44.7932,MADERA Y CARPINTERÍA
CMC-61980,"Duela bogal natural 5 3.72 m wmd551, Wood Master Hardwood.",caj,2161.125,MADERA Y CARPINTERÍA
CMC-61991,"Zoclo haya real 2.39 m wmpieza-605/610, Wood Master Hardwood.",pza,69.5741,MADERA Y CARPINTERÍA
CMC-61997,"Cuarto bocel haya Real 2.39 m wmpb-105, Wood Master Hardwood.",pza,64.7038,MADERA Y CARPINTERÍA
CMC-62009,"Reducción haya real 2.39 m wmpr-105, Wood Master Hardwood.",pza,75.258,MADERA Y CARPINTERÍA
MAOB-172,"Puerta interior Lr-03, 0.35 x 0.90 x 2.13 mts. de pino con moldura cuadrada resaltada a dos caras, tablero plano 12 mm línea recta Montealbán.",pza,1188.8504,MADERA Y CARPINTERÍA
MAOB-174,"Puerta interior LR-03, 0.35 X 0.75  X 2.13 mts. de pino con moldura cuadrada resaltada a dos caras, tablero plano 12 mm línea recta Montealbán.",pza,1140.6446,MADERA Y CARPINTERÍA
MAOB-022,Puerta de triplay de caobilla de 6 mm. de 0.91 x 2.40 mts. de la línea tambor de Montealbán.,pza,1672.14,MADERA Y CARPINTERÍA
MAOB-026,Puerta de triplay de caobilla de 3 mm. de 0.91 x 2.40 mts. de la línea tambor de Montealbán.,pza,1094.61,MADERA Y CARPINTERÍA
MAOB-042,Puerta eucaplac mahogany de 0.91 x 2.40 mts. de la línea tambor de Montealbán.,pza,548.7732,MADERA Y CARPINTERÍA
MAOB-044,Puerta eucaplac mahogany de 0.75 x 2.40 mts. de la línea tambor de Montealbán.,pza,499.5165,MADERA Y CARPINTERÍA
MAOB-048,Puerta colonist de 0.91 x 2.13 mts. de la línea tambor de Montealbán.,pza,432.3154,MADERA Y CARPINTERÍA
MAOB-051,Puerta colonist de 0.75 x 2.13 mts. de la línea tambor de Montealbán.,pza,406.4045,MADERA Y CARPINTERÍA
MAOB-059,Puerta eucapanel de 0.91 x 2.40 mts. de la línea tambor de Montealbán.,pza,1017.0678,MADERA Y CARPINTERÍA
MAOB-033,Puerta eucaplac arena de 0.91 x 2.12 mts. de la línea tambor de Montealbán.,pza,329.3837,MADERA Y CARPINTERÍA
